SNP,Chr,Pos,Effect,SE,ERG11_MID2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
5266,8,395585,0.0155518937177806,0.0961163988928172,0.871553790201694,YHR149C,SKG6,SGDID:S000001192,CDS,CDS,"""Integral membrane protein; localizes primarily to growing sites such as the bud tip or the cell periphery; potential Cdc28p substrate; Skg6p interacts with Zds1p and Zds2p; SKG6 has a paralog ; TOS2 ; that arose from the whole genome duplication""",Verified ORF
5268,8,397561,-0.0932105604576017,0.0954773536187635,0.329605012932252,YHR150W,PEX28,SGDID:S000001193,CDS,CDS,"""Peroxisomal integral membrane peroxin; involved in the regulation of peroxisomal size ; number and distribution; genetic interactions suggest that Pex28p and Pex29p act at steps upstream of those mediated by Pex30p ; Pex31p ; and Pex32p""",Verified ORF
5269,8,400443,-0.129401850566514,0.095046607061564,0.174237715402378,YHR151C,MTC6,SGDID:S000001194,CDS,CDS,"""Protein of unknown function; mtc6 is synthetically sick with cdc13-1; SWAT-GFP and mCherry fusion proteins localize to the vacuole while SWAT-GFP fusion also localizes to the endoplasmic reticulum""",Verified ORF
5270,8,400740,-0.0803298824288419,0.0954742489117748,0.400706101574445,YHR151C,MTC6,SGDID:S000001194,CDS,CDS,"""Protein of unknown function; mtc6 is synthetically sick with cdc13-1; SWAT-GFP and mCherry fusion proteins localize to the vacuole while SWAT-GFP fusion also localizes to the endoplasmic reticulum""",Verified ORF
5271,8,401605,-0.0983799518525262,0.0954475384506135,0.30337652284529,YHR152W,SPO12,SGDID:S000001195,CDS,CDS,"""Nucleolar protein of unknown function; positive regulator of mitotic exit; involved in regulating release of Cdc14p from the nucleolus in early anaphase ; may play similar role in meiosis; SPO12 has a paralog ; BNS1 ; that arose from the whole genome duplication""",Verified ORF
5272,8,402810,-0.195789012340089,0.0955402911244762,0.041173255106828,YHR154W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5273,8,402964,-0.23301542243324,0.0957417581593943,0.0154370729743152,YHR154W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5275,8,409226,-0.146535337347808,0.0964822148662596,0.129712771146929,YHR155W,LAM1,SGDID:S000001198,CDS,CDS,"""Putative sterol transfer protein; localizes to puncta in the cortical ER; probable role in retrograde transport of sterols from the plasma membrane to the ER; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; contains GRAM ; StART-like (VASt) and two PH-like domains""",Verified ORF
5276,8,410935,-0.133982196600703,0.095583825881216,0.161876159505118,YHR155W,LAM1,SGDID:S000001198,Close to 3'-UTR,Close to 3'-UTR,"""Putative sterol transfer protein; localizes to puncta in the cortical ER; probable role in retrograde transport of sterols from the plasma membrane to the ER; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; contains GRAM ; StART-like (VASt) and two PH-like domains""",Verified ORF
5277,8,410984,-0.131609503885971,0.0959869440470466,0.171208951325249,YHR155W,LAM1,SGDID:S000001198,Close to 3'-UTR,Close to 3'-UTR,"""Putative sterol transfer protein; localizes to puncta in the cortical ER; probable role in retrograde transport of sterols from the plasma membrane to the ER; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; contains GRAM ; StART-like (VASt) and two PH-like domains""",Verified ORF
5278,8,411809,-0.12892828096622,0.0962865898368468,0.181430449519127,YHR156C,LIN1,SGDID:S000001199,CDS,CDS,"""Non-essential component of U5 snRNP; nuclear protein; physically interacts with Irr1p of cohesin complex; may link together proteins involved in chromosome segregation ; mRNA splicing and DNA replication""",Verified ORF
5281,8,416391,-0.168587924683326,0.0954132568197366,0.0781051110596938,YHR158C,KEL1,SGDID:S000001201,CDS,CDS,"""Protein required for proper cell fusion and cell morphology; forms a complex with Bud14p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly ; cytokinesis ; and polarized growth; functions in a complex with Kel2p to negatively regulate mitotic exit ; interacts with Tem1p and Lte1p; localizes to regions of polarized growth; potential Cdc28p substrate""",Verified ORF
5282,8,417360,-0.1989008657236,0.0952753014520108,0.0375465755471761,YHR159W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5283,8,420017,-0.244884392308847,0.0949714346700345,0.0103273225885566,YHR160C,PEX18,SGDID:S000001203,CDS,CDS,"""Peroxin; required for targeting of peroxisomal matrix proteins containing PTS2; interacts with Pex7p; partially redundant with Pex21p; primarily responsible for peroxisomal import during growth on oleate ; and expression is induced during oleate growth""",Verified ORF
5285,8,421095,-0.299759936249588,0.0939659244497996,0.0015496833683451,YHR161C,YAP1801,SGDID:S000001204,CDS,CDS,"""Protein of the AP180 family ; involved in clathrin cage assembly; binds Pan1p and clathrin; YAP1801 has a paralog ; YAP1802 ; that arose from the whole genome duplication""",Verified ORF
5286,8,422328,-0.2335564640981,0.094751941899229,0.0141795889568339,XUT_8F-190_NFR/NDR,,,Promoter,Promoter,,Promoter
5287,8,422657,-0.20734098927087,0.0946817901208912,0.0291874610665434,XUT_8F-190,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
5288,8,425448,-0.192812626529512,0.0950560585152976,0.0432688378853569,YHR164C,DNA2,SGDID:S000001207,CDS,CDS,"""Tripartite DNA replication factor; single-stranded DNA-dependent ATPase ; ATP-dependent nuclease ; helicase; tracking protein for flap cleavage during Okazaki fragment maturation; involved in DNA repair/processing of meiotic DNA double strand breaks; component of telomeric chromatin with cell-cycle dependent localization; required for telomerase-dependent telomere synthesis; forms nuclear foci upon DNA replication stress; human homolog DNA2 complements yeast dna2 mutant""",Verified ORF
5289,8,428829,-0.178682705586693,0.0955536107731381,0.0623150282994997,YHR164C,DNA2,SGDID:S000001207,CDS,CDS,"""Tripartite DNA replication factor; single-stranded DNA-dependent ATPase ; ATP-dependent nuclease ; helicase; tracking protein for flap cleavage during Okazaki fragment maturation; involved in DNA repair/processing of meiotic DNA double strand breaks; component of telomeric chromatin with cell-cycle dependent localization; required for telomerase-dependent telomere synthesis; forms nuclear foci upon DNA replication stress; human homolog DNA2 complements yeast dna2 mutant""",Verified ORF
5290,8,429990,-0.151534936790754,0.0953025042928378,0.112720606237302,YHR165C,PRP8,SGDID:S000001208,CDS,CDS,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5291,8,430320,-0.177623381583473,0.0963932676715661,0.0662119350319625,YHR165C,PRP8,SGDID:S000001208,CDS,CDS,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5292,8,430488,-0.191721234981276,0.0957702762922524,0.0460616868340715,YHR165C,PRP8,SGDID:S000001208,CDS,CDS,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5293,8,432524,-0.156067954070072,0.0955186504284404,0.103171280772155,YHR165C,PRP8,SGDID:S000001208,CDS,CDS,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5294,8,433117,-0.159985813286755,0.0959297880489082,0.096254427394134,YHR165C,PRP8,SGDID:S000001208,CDS,CDS,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5295,8,433370,-0.17568667101231,0.0954573066675198,0.0665379210527559,YHR165C,PRP8,SGDID:S000001208,CDS,CDS,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5296,8,433529,-0.165033946907374,0.0956354218763594,0.0852842211032814,YHR165C,PRP8,SGDID:S000001208,CDS,CDS,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5297,8,433706,-0.141833418444123,0.0958554074462393,0.139855847826238,YHR165C,PRP8,SGDID:S000001208,CDS,CDS,"""Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog ; PRPF8 ; cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer""",Verified ORF
5298,8,437059,-0.0895485469333305,0.0954291198040924,0.348692001750751,YHR165C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5300,8,441024,-0.133195630654845,0.0952635517281309,0.162936735502146,YHR168W,MTG2,SGDID:S000001211,CDS,CDS,"""Putative GTPase; member of the Obg family; peripheral protein of the mitochondrial inner membrane that associates with the large ribosomal subunit; required for mitochondrial translation ; possibly via a role in ribosome assembly""",Verified ORF
5301,8,441527,-0.123410167116933,0.095689034214247,0.197999087321025,YHR168W,MTG2,SGDID:S000001211,CDS,CDS,"""Putative GTPase; member of the Obg family; peripheral protein of the mitochondrial inner membrane that associates with the large ribosomal subunit; required for mitochondrial translation ; possibly via a role in ribosome assembly""",Verified ORF
5302,8,442870,-0.169715865769872,0.0956945716810312,0.0770053281674034,YHR169W,DBP8,SGDID:S000001212,CDS,CDS,"""ATPase ; putative RNA helicase of the DEAD-box family; component of 90S preribosome complex involved in production of 18S rRNA and assembly of 40S small ribosomal subunit; ATPase activity stimulated by association with Esf2p""",Verified ORF
5303,8,443100,-0.145533998641887,0.0951128050169468,0.126882653573562,YHR169W,DBP8,SGDID:S000001212,CDS,CDS,"""ATPase ; putative RNA helicase of the DEAD-box family; component of 90S preribosome complex involved in production of 18S rRNA and assembly of 40S small ribosomal subunit; ATPase activity stimulated by association with Esf2p""",Verified ORF
5305,8,445835,-0.101570299496825,0.0963979977200277,0.292761243627583,YHR171W,ATG7,SGDID:S000001214,CDS,CDS,"""Autophagy-related protein and dual specificity member of the E1 family; mediates the attachment of Atg12p to Atg5p and Atg8p to phosphatidylethanolamine which are required steps in autophagosome formation; E1 enzymes are also known as ubiquitin-activating enzymes; involved in methionine restriction extension of chronological lifespan in an autophagy-dependent manner""",Verified ORF
5307,8,448047,-0.0564740332348234,0.0960384250008399,0.556884258108811,YHR172W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5308,8,449957,-0.1092883041943,0.0959330342839218,0.255386164978359,YHR172W,SPC97,SGDID:S000001215,CDS,CDS,"""Component of the microtubule-nucleating Tub4p (gamma-tubulin) complex; interacts with Spc110p at the spindle pole body (SPB) inner plaque and with Spc72p at the SPB outer plaque""",Verified ORF
5312,8,453479,-0.0722959331845005,0.0963670825089077,0.453625569597258,YHR175W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5313,8,453534,-0.0335080909451956,0.0966490937995624,0.72902445235368,YHR175W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
5316,8,455745,-0.0683691852362987,0.0965970303616084,0.479550604362284,YHR176W,FMO1,SGDID:S000001219,Close to 3'-UTR,Close to 3'-UTR,"""Flavin-containing monooxygenase; localized to the cytoplasmic face of the ER membrane; catalyzes oxidation of biological thiols to maintain the ER redox buffer ratio for correct folding of disulfide-bonded proteins""",Verified ORF
5317,8,455783,-0.0912188458412475,0.0960919103318821,0.343123869913315,YHR176W,FMO1,SGDID:S000001219,Close to 3'-UTR,Close to 3'-UTR,"""Flavin-containing monooxygenase; localized to the cytoplasmic face of the ER membrane; catalyzes oxidation of biological thiols to maintain the ER redox buffer ratio for correct folding of disulfide-bonded proteins""",Verified ORF
5318,8,455785,-0.0873175639878906,0.0968433882361993,0.367864591359319,YHR176W,FMO1,SGDID:S000001219,Close to 3'-UTR,Close to 3'-UTR,"""Flavin-containing monooxygenase; localized to the cytoplasmic face of the ER membrane; catalyzes oxidation of biological thiols to maintain the ER redox buffer ratio for correct folding of disulfide-bonded proteins""",Verified ORF
5319,8,455796,-0.091444525882286,0.0969685043960785,0.34630883979626,YHR176W,FMO1,SGDID:S000001219,Close to 3'-UTR,Close to 3'-UTR,"""Flavin-containing monooxygenase; localized to the cytoplasmic face of the ER membrane; catalyzes oxidation of biological thiols to maintain the ER redox buffer ratio for correct folding of disulfide-bonded proteins""",Verified ORF
5321,8,458155,-0.0664879537884244,0.0965079446044222,0.491315080143312,YHR177W,ROF1,SGDID:S000001220,Close to 3'-UTR,Close to 3'-UTR,"""Putative transcription factor containing a WOPR domain; binds DNA in vitro; similar to C. albicans Wor1p transcription factor that regulates white-opaque switching; overexpression causes a cell cycle delay or arrest""",Verified ORF
5322,8,458435,-0.0421890919906959,0.0958688623792244,0.660155115773396,YHR177W,ROF1,SGDID:S000001220,Close to 3'-UTR,Close to 3'-UTR,"""Putative transcription factor containing a WOPR domain; binds DNA in vitro; similar to C. albicans Wor1p transcription factor that regulates white-opaque switching; overexpression causes a cell cycle delay or arrest""",Verified ORF
5323,8,459723,-0.0578904751951578,0.0953509102579523,0.544154418817732,YHR178W,STB5,SGDID:S000001221,CDS,CDS,"""Transcription factor; involved in regulating multidrug resistance and oxidative stress response; forms a heterodimer with Pdr1p; contains a Zn(II)2Cys6 zinc finger domain that interacts with a pleiotropic drug resistance element in vitro""",Verified ORF
5324,8,460316,-0.0407717124246903,0.0958249025709418,0.670745061105528,YHR178W,STB5,SGDID:S000001221,CDS,CDS,"""Transcription factor; involved in regulating multidrug resistance and oxidative stress response; forms a heterodimer with Pdr1p; contains a Zn(II)2Cys6 zinc finger domain that interacts with a pleiotropic drug resistance element in vitro""",Verified ORF
5325,8,461438,-0.135962632204111,0.0952056773043568,0.154148997563592,YHR178W,STB5,SGDID:S000001221,CDS,CDS,"""Transcription factor; involved in regulating multidrug resistance and oxidative stress response; forms a heterodimer with Pdr1p; contains a Zn(II)2Cys6 zinc finger domain that interacts with a pleiotropic drug resistance element in vitro""",Verified ORF
5331,8,465663,-0.214178043552944,0.0959729606154155,0.0262653588360474,YHR180W,YHR180W,SGDID:S000001223,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
5332,8,465742,-0.219512090570656,0.0963961974550164,0.023372834642836,YHR180W,YHR180W,SGDID:S000001223,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
5334,8,466499,-0.211326117686786,0.0964296929426746,0.029068192844299,YHRWdelta13_NFR/NDR,,,Promoter,Promoter,,Promoter
5335,8,469153,-0.245676835254547,0.0954205956981045,0.0104402721805056,YHR182W,YHR182W,SGDID:S000001225,CDS,CDS,"""GTPase activating protein (GAP) for Rho3p ; involved in cell polarity green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and cytoplasm; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
5336,8,469233,-0.23018141126566,0.0952533225225046,0.0161763765579095,YHR182W,YHR182W,SGDID:S000001225,CDS,CDS,"""GTPase activating protein (GAP) for Rho3p ; involved in cell polarity green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and cytoplasm; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
5337,8,469571,-0.245491414432684,0.0953565637576346,0.0104466587241809,YHR182W,YHR182W,SGDID:S000001225,CDS,CDS,"""GTPase activating protein (GAP) for Rho3p ; involved in cell polarity green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and cytoplasm; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
5338,8,474449,-0.277678181371093,0.0958895731990421,0.0040173291092897,YHR184W,SSP1,SGDID:S000001227,CDS,CDS,"""Protein involved in the control of meiotic nuclear division; involved in the coordination of meiosis with spore formation; subunit of the leading edge protein (LEP) complex (Ssp1-Ady3-Don1-Irc10) that forms a ring-like structure at the leading edge of the prospore membrane during meiosis II; required for assembly of the leading edge coat and both prospore membrane shaping and organization; transcription is induced midway through meiosis""",Verified ORF
5343,8,475005,-0.274501126693006,0.0950823834150114,0.004129092232669,YHR185C,PFS1,SGDID:S000001228,CDS,CDS,"""Sporulation protein required for prospore membrane formation; required for prospore membrane formation at selected spindle poles; ensures functionality of all four spindle pole bodies during meiosis II; not required for meiotic recombination or meiotic chromosome segregation""",Verified ORF
5346,8,477804,-0.282944848008631,0.0950878719590771,0.0031255229652736,YHR186C,KOG1,SGDID:S000001229,CDS,CDS,"""Subunit of TORC1; TORC1 is a rapamycin-sensitive complex involved in growth control that contains Tor1p or Tor2p ; Lst8p and Tco89p; contains four HEAT repeats and seven WD-40 repeats; may act as a scaffold protein to couple TOR and its effectors""",Verified ORF
5347,8,479207,-0.262618780534257,0.0946162740573397,0.0058031619456021,YHR186C,KOG1,SGDID:S000001229,CDS,CDS,"""Subunit of TORC1; TORC1 is a rapamycin-sensitive complex involved in growth control that contains Tor1p or Tor2p ; Lst8p and Tco89p; contains four HEAT repeats and seven WD-40 repeats; may act as a scaffold protein to couple TOR and its effectors""",Verified ORF
5348,8,479718,-0.245326088735183,0.0969657709673392,0.0118396070233849,YHR186C,KOG1,SGDID:S000001229,CDS,CDS,"""Subunit of TORC1; TORC1 is a rapamycin-sensitive complex involved in growth control that contains Tor1p or Tor2p ; Lst8p and Tco89p; contains four HEAT repeats and seven WD-40 repeats; may act as a scaffold protein to couple TOR and its effectors""",Verified ORF
5349,8,481335,-0.215905313163218,0.0951006862285398,0.0237927416992423,YHR187W,IKI1,SGDID:S000001230,CDS,CDS,"""Subunit of hexameric RecA-like ATPase Elp456 Elongator subcomplex; which is required for modification of wobble nucleosides in tRNA; iki1 mutations confer resistance to the K. lactis toxin zymocin""",Verified ORF
5350,8,484694,-0.13714672836442,0.0953119449233866,0.151057881063793,YHR190W_NFR/NDR,,,Promoter,Promoter,,Promoter
5351,8,485969,-0.141180078392233,0.0967106394916115,0.145229033226857,YHR190W,ERG9,SGDID:S000001233,CDS,CDS,"""Farnesyl-diphosphate farnesyl transferase (squalene synthase); joins two farnesyl pyrophosphate moieties to form squalene in the sterol biosynthesis pathway""",Verified ORF
5352,8,485972,-0.141180078392233,0.0967106394916115,0.145229033226857,YHR190W,ERG9,SGDID:S000001233,CDS,CDS,"""Farnesyl-diphosphate farnesyl transferase (squalene synthase); joins two farnesyl pyrophosphate moieties to form squalene in the sterol biosynthesis pathway""",Verified ORF
5354,8,488714,-0.0902767709046136,0.0951746068863401,0.343504331050677,YHR193C-A,YHR193C-A,SGDID:S000028785,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; completely overlaps verified ORF MDM31/YHR194W""",Dubious ORF
5355,8,490346,-0.0801232198660199,0.0952273106192617,0.400699607395104,YHR194W,MDM31,SGDID:S000001237,CDS,CDS,"""Mitochondrial protein that may have a role in phospholipid metabolism; inner membrane protein with similarity to Mdm32p; required for normal mitochondrial morphology and inheritance; interacts genetically with MMM1 ; MMM2 ; MDM10 ; MDM12 ; and MDM34""",Verified ORF
5356,8,490813,-0.0497749229599367,0.0956829561206406,0.603245547114854,YHR195W,NVJ1,SGDID:S000001238,CDS,CDS,"""Nuclear envelope protein; anchored to the nuclear inner membrane ; that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN)""",Verified ORF
5357,8,490841,-0.0656189230052238,0.0962019429262411,0.495625802989422,YHR195W,NVJ1,SGDID:S000001238,CDS,CDS,"""Nuclear envelope protein; anchored to the nuclear inner membrane ; that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN)""",Verified ORF
5358,8,491020,-0.0612719553200066,0.0952459885509852,0.520445692766695,YHR195W,NVJ1,SGDID:S000001238,CDS,CDS,"""Nuclear envelope protein; anchored to the nuclear inner membrane ; that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN)""",Verified ORF
5359,8,491126,-0.069604181356755,0.0955192456372783,0.466672777558777,YHR195W,NVJ1,SGDID:S000001238,CDS,CDS,"""Nuclear envelope protein; anchored to the nuclear inner membrane ; that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN)""",Verified ORF
5360,8,491330,-0.0813372143078049,0.0954929803121789,0.394924116540431,YHR195W,NVJ1,SGDID:S000001238,CDS,CDS,"""Nuclear envelope protein; anchored to the nuclear inner membrane ; that interacts with the vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus (PMN)""",Verified ORF
5361,8,492314,-0.0796478546239536,0.09670406219376,0.410708931306962,YHR196W,UTP9,SGDID:S000001239,CDS,CDS,"""Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA""",Verified ORF
5362,8,497405,0.0405821307677754,0.0960404762325565,0.672879151095304,YHR198C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5363,8,500907,-0.0206924364013596,0.0956391067165294,0.828832450726082,YHR201C,PPX1,SGDID:S000001244,CDS,CDS,"""Exopolyphosphatase; hydrolyzes inorganic polyphosphate (poly P) into Pi residues; located in the cytosol ; plasma membrane ; and mitochondrial matrix""",Verified ORF
5364,8,500928,-0.0158943261052868,0.0958145557134557,0.86834136349725,YHR201C,PPX1,SGDID:S000001244,CDS,CDS,"""Exopolyphosphatase; hydrolyzes inorganic polyphosphate (poly P) into Pi residues; located in the cytosol ; plasma membrane ; and mitochondrial matrix""",Verified ORF
5365,8,500941,-0.0231537611595246,0.0958872376872994,0.809332119244578,YHR201C,PPX1,SGDID:S000001244,CDS,CDS,"""Exopolyphosphatase; hydrolyzes inorganic polyphosphate (poly P) into Pi residues; located in the cytosol ; plasma membrane ; and mitochondrial matrix""",Verified ORF
5366,8,501189,-0.0001945030082737,0.0969832000658143,0.998400950129242,YHR201C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5367,8,501390,0.001603893417349,0.0959989144187382,0.986679472931003,CUT183,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
5368,8,502369,0.0060867181278071,0.0955219031621777,0.949228725670028,YHR202W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5369,8,502447,0.0089826542381313,0.0954986702476975,0.925114450273993,YHR202W,YHR202W,SGDID:S000001245,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole ; while HA-tagged protein is found in the soluble fraction ; suggesting cytoplasmic localization""",Uncharacterized ORF
5370,8,502641,0.0071712331744139,0.0956053965984869,0.940250306594394,YHR202W,YHR202W,SGDID:S000001245,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole ; while HA-tagged protein is found in the soluble fraction ; suggesting cytoplasmic localization""",Uncharacterized ORF
5371,8,505913,0.050697040853078,0.0959304473715348,0.597500355627649,YHR204W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
5372,8,507125,0.120827918596001,0.0957779386684698,0.207946530566399,YHR204W,MNL1,SGDID:S000001247,CDS,CDS,"""Alpha-1,2-specific exomannosidase of the endoplasmic reticulum; involved in glycan trimming of both folded and misfolded glycoproteins; complexes with Pdi1p ; and trims a mannose from Man8GlcNac2 glycans to generate Man7GlcNac2 ; an oligosaccharide signal on glycoproteins destined for ER-associated protein degradation; requires Pdi1p for stability and substrate recognition; human homolog EDEM1 can complement yeast null mutant""",Verified ORF
5373,8,507195,0.134519065317614,0.095770708491738,0.161021014405459,YHR204W,MNL1,SGDID:S000001247,CDS,CDS,"""Alpha-1,2-specific exomannosidase of the endoplasmic reticulum; involved in glycan trimming of both folded and misfolded glycoproteins; complexes with Pdi1p ; and trims a mannose from Man8GlcNac2 glycans to generate Man7GlcNac2 ; an oligosaccharide signal on glycoproteins destined for ER-associated protein degradation; requires Pdi1p for stability and substrate recognition; human homolog EDEM1 can complement yeast null mutant""",Verified ORF
5374,8,509478,0.0683936429951782,0.0958451078232581,0.475955268789416,YHR205W,SCH9,SGDID:S000001248,CDS,CDS,"""AGC family protein kinase; functional ortholog of mammalian S6 kinase; phosphorylated by Tor1p and required for TORC1-mediated regulation of ribosome biogenesis ; translation initiation ; and entry into G0 phase; involved in transactivation of osmostress-responsive genes; regulates G1 progression ; cAPK activity and nitrogen activation of the FGM pathway; integrates nutrient signals and stress signals from sphingolipids to regulate lifespan""",Verified ORF
5375,8,509537,0.0825029219587517,0.0954471106404171,0.387964153270733,YHR205W,SCH9,SGDID:S000001248,CDS,CDS,"""AGC family protein kinase; functional ortholog of mammalian S6 kinase; phosphorylated by Tor1p and required for TORC1-mediated regulation of ribosome biogenesis ; translation initiation ; and entry into G0 phase; involved in transactivation of osmostress-responsive genes; regulates G1 progression ; cAPK activity and nitrogen activation of the FGM pathway; integrates nutrient signals and stress signals from sphingolipids to regulate lifespan""",Verified ORF
5376,8,517167,0.118591407220821,0.0954369454713124,0.214834436219855,SUT173,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
5377,8,517642,0.111171048098419,0.0954251506652399,0.244802480963588,YHR208W,BAT1,SGDID:S000001251,CDS,CDS,"""Mitochondrial branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA biosynthesis; homolog of murine ECA39; highly expressed during logarithmic phase and repressed during stationary phase; BAT1 has a paralog ; BAT2 ; that arose from the whole genome duplication""",Verified ORF
5379,8,519219,0.119828978376688,0.0952866600755013,0.209381148101795,YHR208W,BAT1,SGDID:S000001251,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA biosynthesis; homolog of murine ECA39; highly expressed during logarithmic phase and repressed during stationary phase; BAT1 has a paralog ; BAT2 ; that arose from the whole genome duplication""",Verified ORF
5380,8,519377,0.121669211338936,0.0954259698946295,0.203143702660146,YHR208W,BAT1,SGDID:S000001251,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA biosynthesis; homolog of murine ECA39; highly expressed during logarithmic phase and repressed during stationary phase; BAT1 has a paralog ; BAT2 ; that arose from the whole genome duplication""",Verified ORF
