CHR	BP	SNP	N	P	P(R)	OR	OR(R)	I	snps_class_up	locus_id	name	description
8	37678	4866	62	0.0118	0.0118	-0.0344	-0.0344	0.0	ORF	YHL032C	GUT1	"""Glycerol kinase; converts glycerol to glycerol-3-phosphate; glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p; derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p"""
8	39906	4867	62	0.0001933	0.0001933	-0.0509	-0.0509	0.0	Promoter	YHL030W_NFR/NDR		stable
8	40485	4868	62	0.01435	0.01435	-0.0334	-0.0334	0.0	ORF	YHL030W	ECM29	"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress"""
8	40881	4869	62	0.003891	0.003891	-0.0393	-0.0393	0.0	ORF	YHL030W	ECM29	"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress"""
8	41487	4870	62	0.001136	0.001136	-0.0445	-0.0445	0.0	ORF	YHL030W	ECM29	"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress"""
8	42121	4871	62	0.004877	0.004877	-0.0384	-0.0384	0.0	ORF	YHL030W	ECM29	"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress"""
8	42238	4872	62	0.01992	0.01992	-0.0325	-0.0325	0.0	ORF	YHL030W	ECM29	"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress"""
8	42789	4873	62	0.04241	0.04241	-0.0283	-0.0283	0.0	ORF	YHL030W	ECM29	"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress"""
8	42932	4874	62	0.003108	0.003108	-0.0404	-0.0404	0.0	ORF	YHL030W	ECM29	"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress"""
8	43002	4875	62	0.00312	0.00312	-0.0403	-0.0403	0.0	ORF	YHL030W	ECM29	"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress"""
8	44406	4876	62	0.0001702	0.0001702	-0.0516	-0.0516	0.0	ORF	YHL030W	ECM29	"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress"""
8	44454	4877	62	0.01949	0.01949	-0.0326	-0.0326	0.0	ORF	YHL030W	ECM29	"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress"""
8	45167	4878	62	0.03774	0.03774	-0.0286	-0.0286	0.0	ORF	YHL030W	ECM29	"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress"""
8	45571	4879	62	0.00924	0.00924	-0.0356	-0.0356	0.0	ORF	YHL030W	ECM29	"""Scaffold protein; assists in association of proteasome core particle with regulatory particle; inhibitor of proteasome in vivo and in vitro; inhibits proteasomal ATPase activity; degraded by the mature proteasome after assembly; contains HEAT-like repeats; protein increases in abundance and relocalizes from nucleus to cytoplasm upon DNA replication stress"""
8	48099	4880	62	0.000532	0.000532	0.0559	0.0559	0.0	Promoter	YHL028W_NFR/NDR		fragile
8	48214	4881	62	9.794e-14	9.794e-14	-0.1011	-0.1011	0.0	Promoter	YHL028W_NFR/NDR		fragile
8	48235	4882	62	3.42e-13	3.42e-13	-0.0984	-0.0984	0.0	Promoter	YHL028W_NFR/NDR		fragile
8	48299	4883	62	1.065e-12	1.065e-12	-0.0968	-0.0968	0.0	Close to 3'-UTR	YHL029C	OCA5	"""Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts"""
8	50901	4884	62	0.3585	0.3585	-0.0127	-0.0127	0.0	Promoter	YHL027W_NFR/NDR		fragile
8	53019	4885	62	0.003598	0.003598	-0.0402	-0.0402	0.0	Close to 3'-UTR	YHL027W	RIM101	"""Cys2His2 zinc-finger transcriptional repressor; involved in alkaline responsive gene repression as part of adaptation to alkaline conditions; involved in cell wall assembly; required for alkaline pH-stimulated haploid invasive growth and sporulation; activated by alkaline-dependent proteolytic processing which results in removal of the C-terminal tail; similar to A. nidulans PacC"""
8	53401	4886	62	0.02882	0.02882	-0.0296	-0.0296	0.0	ORF	YHL026C	YHL026C	"""Putative protein of unknown function; transcriptionally regulated by Upc2p via an upstream sterol response element; SWAT-GFP fusion protein localizes to the cell periphery ; while mCherry fusion localizes to both the cell periphery and vacuole; YHL026C is not an essential gene; in 2005 the start site was moved 141 nt upstream (see Locus History)"""
8	53770	4887	62	0.005145	0.005145	-0.0378	-0.0378	0.0	ORF	YHL026C	YHL026C	"""Putative protein of unknown function; transcriptionally regulated by Upc2p via an upstream sterol response element; SWAT-GFP fusion protein localizes to the cell periphery ; while mCherry fusion localizes to both the cell periphery and vacuole; YHL026C is not an essential gene; in 2005 the start site was moved 141 nt upstream (see Locus History)"""
8	54264	4888	62	4.059e-05	4.059e-05	-0.0556	-0.0556	0.0	Close to 3'-UTR	YHL026C	YHL026C	"""Putative protein of unknown function; transcriptionally regulated by Upc2p via an upstream sterol response element; SWAT-GFP fusion protein localizes to the cell periphery ; while mCherry fusion localizes to both the cell periphery and vacuole; YHL026C is not an essential gene; in 2005 the start site was moved 141 nt upstream (see Locus History)"""
8	54471	4889	62	7.055e-08	7.055e-08	-0.0743	-0.0743	0.0	Promoter	YHL026C_NFR/NDR		fragile
8	56206	4890	62	1.623e-08	1.623e-08	-0.0777	-0.0777	0.0	Promoter	YHL024W_NFR/NDR		stable
8	56351	4891	62	1.808e-11	8.874e-11	-0.0908	-0.0956	14.01	Promoter	YHL024W_NFR/NDR		stable
8	56423	4892	62	2.1720000000000002e-42	2.1720000000000002e-42	0.2442	0.2442	0.0	Promoter	YHL024W_NFR/NDR		stable
8	56424	4893	62	1.6679999999999999e-37	1.6679999999999999e-37	0.2606	0.2606	0.0	Promoter	YHL024W_NFR/NDR		stable
8	57912	4894	62	0.00074	0.00074	-0.0459	-0.0459	0.0	ORF	YHL024W	RIM4	"""Putative RNA-binding protein; involved in regulation of early and middle sporulation genes; forms amyloid-like aggregates under starvation that are active in translational repression"""
8	58345	4895	62	0.0004939	0.0004939	-0.047	-0.047	0.0	ORF	YHL024W	RIM4	"""Putative RNA-binding protein; involved in regulation of early and middle sporulation genes; forms amyloid-like aggregates under starvation that are active in translational repression"""
8	58900	4896	62	1.33e-13	1.33e-13	-0.1436	-0.1436	0.0	Close to 3'-UTR	YHL024W	RIM4	"""Putative RNA-binding protein; involved in regulation of early and middle sporulation genes; forms amyloid-like aggregates under starvation that are active in translational repression"""
8	59614	4897	62	0.01517	0.01517	0.0328	0.0328	0.0	ORF	YHL023C	NPR3	"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of SEAC ; a coatomer-related complex that associates dynamically with the vacuole; Npr3p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and leading to inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; null mutant has meiotic defects; human NPRL3 homolog"""
8	59645	4898	62	0.007545	0.007545	-0.0361	-0.0361	0.0	ORF	YHL023C	NPR3	"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of SEAC ; a coatomer-related complex that associates dynamically with the vacuole; Npr3p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and leading to inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; null mutant has meiotic defects; human NPRL3 homolog"""
8	61846	4899	62	8.508e-05	8.508e-05	-0.0533	-0.0533	0.0	ORF	YHL023C	NPR3	"""Subunit of the Iml1p/SEACIT complex; SEACIT (Iml1p-Npr2p-Npr3p) is a subcomplex of SEAC ; a coatomer-related complex that associates dynamically with the vacuole; Npr3p may have a structural or regulatory role ; supporting Iml1p function as a GAP for the Rag family GTPase Gtr1p ; and leading to inhibition of TORC1 signaling in response to amino acid deprivation; SEACIT is required for non-nitrogen-starvation-induced autophagy; null mutant has meiotic defects; human NPRL3 homolog"""
8	62723	4900	62	0.009929	0.009929	-0.0359	-0.0359	0.0	Promoter	YHL023C_NFR/NDR		
8	63915	4901	62	1.288e-07	1.288e-07	0.0713	0.0713	0.0	ORF	YHL022C	SPO11	"""Meiosis-specific protein required for meiotic recombination; makes DNA double-strand breaks (DSB) during meiotic recombination ; homolog pairing ; and synaptonemal complex formation; role in meiotic DSB formation involves a topo-II-like transesterase mechanism; forms monotetrameric complex; covalently linked to DSBs through a 5'-phosphodiester bond between a catalytic tyrosine (Y135) and the DSB 5'- end; sequence similarity to a topo VI subunit from archaea ; fission yeast rec12 and human SPO11"""
8	64292	4902	62	0.006362	0.006362	-0.0955	-0.0955	0.0	Promoter	YHL022C_NFR/NDR		
8	64505	4903	62	2.352e-07	2.352e-07	0.0715	0.0715	0.0	ORF	YHL021C	AIM17	"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss"""
8	65889	4904	62	6.832e-07	6.832e-07	0.0676	0.0676	0.0	Close to 3'-UTR	YHL021C	AIM17	"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss"""
8	67613	4905	62	0.01616	0.01616	-0.065	-0.065	0.0	Promoter	YHL020C_NFR/NDR		stable
8	68955	4906	62	0.759	0.759	-0.0042	-0.0042	0.0	ORF	YHL019C	APM2	"""Protein of unknown function; homologous to the medium chain of mammalian clathrin-associated protein complex; involved in vesicular transport"""
8	70194	4907	62	1.852e-05	1.852e-05	-0.0587	-0.0587	0.0	Promoter	YHL017W_NFR/NDR		stable
8	71694	4908	62	0.04427	0.04427	0.0273	0.0273	0.0	ORF	YHL017W	YHL017W	"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication"""
8	71740	4909	62	0.01826	0.01826	0.032	0.032	0.0	ORF	YHL017W	YHL017W	"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication"""
8	71830	4910	62	0.0007491	0.0007491	0.0461	0.0461	0.0	ORF	YHL017W	YHL017W	"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication"""
8	71885	4911	62	0.8377	0.8377	-0.0056	-0.0056	0.0	Close to 3'-UTR	YHL017W	YHL017W	"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication"""
8	72011	4912	62	0.0001128	0.0001128	-0.1045	-0.1045	0.0	Close to 3'-UTR	YHL017W	YHL017W	"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication"""
8	72021	4913	62	0.06198	0.06198	-0.0504	-0.0504	0.0	Close to 3'-UTR	YHL017W	YHL017W	"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog ; PTM1 ; that arose from the whole genome duplication"""
8	74739	4914	62	7.236e-05	7.236e-05	0.0538	0.0538	0.0	ORF	YHL015W-A	YHL015W-A	"""Putative protein of unknown function"""
8	74974	4915	62	0.01341	0.01341	0.0335	0.0335	0.0	Close to 3'-UTR	YHL016C	DUR3	"""Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate ; the last intermediate of the allantoin degradative pathway"""
8	74975	4916	62	0.04641	0.04641	0.0271	0.0271	0.0	Close to 3'-UTR	YHL016C	DUR3	"""Plasma membrane transporter for both urea and polyamines; expression is highly sensitive to nitrogen catabolite repression and induced by allophanate ; the last intermediate of the allantoin degradative pathway"""
8	78664	4917	62	0.9703	0.9703	0.0005	0.0005	0.0	Close to 3'-UTR	YHL013C	OTU2	"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; member of the ovarian tumor-like (OTU) superfamily of predicted cysteine proteases; shows cytoplasmic localization; protein abundance increases in response to DNA replication stress"""
8	78809	4918	62	0.003472	0.003472	-0.0434	-0.0434	0.0	Close to 3'-UTR	YHL013C	OTU2	"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; member of the ovarian tumor-like (OTU) superfamily of predicted cysteine proteases; shows cytoplasmic localization; protein abundance increases in response to DNA replication stress"""
8	78883	4919	62	0.0002159	0.0002159	0.2573	0.2573	0.0	Close to 3'-UTR	YHL013C	OTU2	"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; member of the ovarian tumor-like (OTU) superfamily of predicted cysteine proteases; shows cytoplasmic localization; protein abundance increases in response to DNA replication stress"""
8	79061	4920	62	0.8633	0.8633	0.0023	0.0023	0.0	ORF	YHL012W	YHL012W	"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication"""
8	80030	4921	62	0.4845	0.4845	-0.0095	-0.0095	0.0	ORF	YHL012W	YHL012W	"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication"""
8	80515	4922	62	0.621	0.621	-0.0068	-0.0068	0.0	Close to 3'-UTR	YHL012W	YHL012W	"""Putative UTP glucose-1-phosphate uridylyltransferase; YHL012W has a paralog ; UGP1 ; that arose from the whole genome duplication"""
8	81672	4923	62	0.05103	0.05103	0.0265	0.0265	0.0	Close to 3'-UTR	YHL011C	PRS3	"""5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP ; which is required for nucleotide ; histidine ; and tryptophan biosynthesis; one of five related enzymes ; which are active as heteromultimeric complexes"""
8	82753	4924	62	0.9623	0.9623	0.0006	0.0006	0.0	ORF	YHL010C	ETP1	"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences"""
8	82815	4925	62	0.473	0.473	-0.0097	-0.0097	0.0	ORF	YHL010C	ETP1	"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences"""
8	83281	4926	62	0.6283	0.6283	0.0067	0.0067	0.0	ORF	YHL010C	ETP1	"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences"""
8	83452	4927	62	0.5087	0.5087	-0.009	-0.009	0.0	ORF	YHL010C	ETP1	"""Protein of unknown function required for growth on ethanol; contains a zinc finger region and has homology to human BRAP2 ; which is a cytoplasmic protein that binds nuclear localization sequences"""
8	84010	4928	62	0.7228	0.7228	0.0048	0.0048	0.0	Promoter	YHL010C_NFR/NDR		
8	85218	4929	62	0.003945	0.003945	-0.04	-0.04	0.0	Promoter	YHL009C_NFR/NDR		fragile
8	85386	4930	62	2.603e-07	2.603e-07	-0.3965	-0.3965	0.0	Promoter	YHL009C_NFR/NDR		fragile
8	85389	4931	62	0.000587	0.000587	0.2962	0.2962	0.0	Other features	YHLCsigma1	YHLCsigma1	"""Ty3 LTR"""
8	92161	4932	62	0.3497	0.3497	0.0141	0.0141	0.0	Promoter	YHLWdelta2_NFR/NDR		
8	92239	4933	62	0.4807	0.4807	0.0096	0.0096	0.0	Promoter	YHLWdelta2_NFR/NDR		
8	92580	4934	62	0.007108	0.007108	0.0389	0.0389	0.0	Close to 3'-UTR	YHL008C	YHL008C	"""Putative protein of unknown function; may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole"""
8	92811	4935	62	0.01107	0.01107	0.0344	0.0344	0.0	ORF	YHL008C	YHL008C	"""Putative protein of unknown function; may be involved in the uptake of chloride ions; does not appear to be involved in monocarboxylic acid transport; green fluorescent protein (GFP)-fusion protein localizes to the vacuole"""
8	96286	4936	62	0.9301	0.9301	0.0012	0.0012	0.0	ORF	YHL007C	STE20	"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family"""
8	96707	4937	62	0.799	0.799	0.0035	0.0035	0.0	ORF	YHL007C	STE20	"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family"""
8	96942	4938	62	0.7939	0.7939	-0.0035	-0.0035	0.0	ORF	YHL007C	STE20	"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family"""
8	97662	4939	62	0.768	0.768	0.004	0.004	0.0	ORF	YHL007C	STE20	"""Cdc42p-activated signal transducing kinase; involved in pheromone response ; pseudohyphal/invasive growth ; vacuole inheritance ; down-regulation of sterol uptake; GBB motif binds Ste4p; member of the PAK (p21-activated kinase) family"""
8	99461	4940	62	0.9921	0.9921	0.0001	0.0001	0.0	ORF	YHL004W	MRP4	"""Mitochondrial ribosomal protein of the small subunit"""
8	99525	4941	62	0.8968	0.8968	-0.0018	-0.0018	0.0	ORF	YHL004W	MRP4	"""Mitochondrial ribosomal protein of the small subunit"""
8	100031	4942	62	0.9402	0.9402	0.001	0.001	0.0	ORF	YHL004W	MRP4	"""Mitochondrial ribosomal protein of the small subunit"""
8	102150	4943	62	0.6737	0.6737	-0.0058	-0.0058	0.0	Promoter	YHL003C_NFR/NDR		fragile
8	102263	4944	62	0.7625	0.7625	-0.0041	-0.0041	0.0	Promoter	YHL003C_NFR/NDR		fragile
8	102271	4945	62	0.8317	0.8317	0.0029	0.0029	0.0	Promoter	YHL003C_NFR/NDR		fragile
8	105346	4946	62	0.4361	0.4361	-0.0106	-0.0106	0.0	Close to 3'-UTR	YHL001W	RPL14B	"""Ribosomal 60S subunit protein L14B; homologous to mammalian ribosomal protein L14 ; no bacterial homolog; RPL14B has a paralog ; RPL14A ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"""
8	105610	4947	62	0.02069	0.02069	-0.1002	-0.1002	0.0	Other features	CEN8	CEN8	"""Chromosome VIII centromere"""
8	105611	4948	62	0.02504	0.02504	0.0596	0.0596	0.0	Other features	CEN8	CEN8	"""Chromosome VIII centromere"""
8	105612	4949	62	0.9625	0.9625	0.0011	0.0011	0.0	Other features	CEN8	CEN8	"""Chromosome VIII centromere"""
8	105618	4950	62	0.0001299	0.0001299	-0.1716	-0.1716	0.0	Other features	CEN8	CEN8	"""Chromosome VIII centromere"""
8	110021	4951	62	0.0504	0.0504	-0.0275	-0.0275	0.0	Close to 3'-UTR	YHR002W	LEU5	"""Mitochondrial carrier protein; involved in the accumulation of CoA in the mitochondrial matrix; homolog of human Graves disease protein SLC25A16 ; which complements yeast null mutant; does not encode an isozyme of Leu4p ; as first hypothesized"""
8	111633	4952	62	0.2174	0.2174	-0.0169	-0.0169	0.0	Unstable transcript	SUT152		ncRNA_UNB
8	111695	4953	62	0.02094	0.02094	-0.0316	-0.0316	0.0	Close to 3'-UTR	YHR003C	TCD1	"""tRNA threonylcarbamoyladenosine dehydratase; required for the ct6A tRNA base modification ; where an adenosine at position 37 is modified to form a cyclized active ester with an oxazolone ring; localized to the mitochondrial outer membrane; TCD1 has a paralog ; TCD2 ; that arose from the whole genome duplication"""
8	112848	4954	62	0.2401	0.2401	0.016	0.016	0.0	ORF	YHR004C	NEM1	"""Probable catalytic subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis ; required for normal nuclear envelope morphology and sporulation; homolog of the human protein Dullard"""
8	113201	4955	62	0.2953	0.2953	0.0145	0.0145	0.0	Promoter	YHR004C_NFR/NDR		fragile
8	113225	4956	62	0.0296	0.0296	0.0303	0.0303	0.0	Promoter	YHR004C_NFR/NDR		fragile
8	114744	4957	62	0.009073	0.009073	-0.0361	-0.0361	0.0	ORF	YHR005C	GPA1	"""Subunit of G protein involved in pheromone response; GTP-binding alpha subunit of heterotrimeric G protein; negatively regulates mating pathway by sequestering G(beta)gamma and triggering an adaptive response; activates Vps34p at endosome; protein abundance increases in response to DNA replication stress; mutations in human homolog GNAS associated with McCune-Albright syndrome"""
8	114771	4958	62	0.01355	0.01355	-0.034	-0.034	0.0	ORF	YHR005C	GPA1	"""Subunit of G protein involved in pheromone response; GTP-binding alpha subunit of heterotrimeric G protein; negatively regulates mating pathway by sequestering G(beta)gamma and triggering an adaptive response; activates Vps34p at endosome; protein abundance increases in response to DNA replication stress; mutations in human homolog GNAS associated with McCune-Albright syndrome"""
8	114934	4959	62	0.01431	0.01431	-0.0338	-0.0338	0.0	Promoter	CUT173_NFR/NDR		
8	114970	4960	62	0.001959	0.001959	-0.0432	-0.0432	0.0	Promoter	CUT173_NFR/NDR		
8	115080	4961	62	0.08421	0.08421	-0.0248	-0.0248	0.0	Promoter	YHR005C_NFR/NDR		
8	115390	4962	62	0.01293	0.01293	-0.0358	-0.0358	0.0	Promoter	YHR005C_NFR/NDR		
8	116469	4963	62	0.04967	0.04967	-0.0276	-0.0276	0.0	Other features	YHRCdelta3	YHRCdelta3	"""Ty1 LTR"""
8	117153	4964	62	0.006848	0.006848	-0.0372	-0.0372	0.0	Promoter	YHRCdelta4_NFR/NDR		
8	117168	4965	62	0.006936	0.006936	-0.0372	-0.0372	0.0	Promoter	YHRCdelta4_NFR/NDR		
8	117739	4966	62	5.179e-08	5.179e-08	-0.0749	-0.0749	0.0	Promoter	YHR006W_NFR/NDR		fragile
8	119053	4967	62	0.008554	0.008554	-0.036	-0.036	0.0	ORF	YHR006W	STP2	"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication"""
8	119057	4968	62	0.008554	0.008554	-0.036	-0.036	0.0	ORF	YHR006W	STP2	"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication"""
8	119122	4969	62	0.04148	0.04148	-0.0279	-0.0279	0.0	ORF	YHR006W	STP2	"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication"""
8	119178	4970	62	0.008554	0.008554	-0.036	-0.036	0.0	ORF	YHR006W	STP2	"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication"""
8	119730	4971	62	0.7873	0.7873	-0.0037	-0.0037	0.0	Close to 3'-UTR	YHR006W	STP2	"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication"""
8	120385	4972	62	0.0789	0.0789	-0.024	-0.024	0.0	ORF	YHR007C	ERG11	"""Lanosterol 14-alpha-demethylase; catalyzes C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in ergosterol biosynthesis pathway; transcriptionally down-regulated when ergosterol is in excess; member of cytochrome P450 family; associated and coordinately regulated with the P450 reductase Ncp1p; human CYP51A1 functionally complements the lethality of the erg11 null mutation"""
8	121738	4973	62	0.000562	0.000562	0.051	0.051	0.0	Promoter	SUT153_NFR/NDR		
8	122014	4974	62	0.7768	0.7768	0.0039	0.0039	0.0	Unstable transcript	SUT153		ncRNA_UNB
8	122207	4975	62	0.01719	0.01719	0.0327	0.0327	0.0	Unstable transcript	SUT153		ncRNA_UNB
8	122347	4976	62	0.0007547	0.0007547	0.0463	0.0463	0.0	Unstable transcript	SUT153		ncRNA_UNB
8	122370	4977	62	0.04485	0.04485	0.0275	0.0275	0.0	Unstable transcript	SUT153		ncRNA_UNB
8	122655	4978	62	0.0002085	0.0002085	0.0507	0.0507	0.0	Unstable transcript	SUT153		ncRNA_UNB
8	123958	4979	62	8.848e-38	8.848e-38	-0.4042	-0.4042	0.0	Unstable transcript	SUT153		ncRNA_UNB
8	124640	4980	62	0.006959	0.006959	0.0371	0.0371	0.0	ORF	YHR009C	TDA3	"""Putative oxidoreductase involved in late endosome to Golgi transport; physical and genetical interactions with Btn2p; null mutant is viable ; has extended S phase ; and sensitive to expression of top1-T722A allele; similar to human FOXRED1"""
8	126150	4981	62	0.6447	0.6447	-0.0077	-0.0077	0.0	Promoter	YHR010W_NFR/NDR		fragile
8	131678	4982	62	0.4294	0.4294	0.011	0.011	0.0	Promoter	YHR013C_NFR/NDR		
8	131702	4983	62	0.3117	0.3117	0.014	0.014	0.0	Promoter	YHR013C_NFR/NDR		
8	133120	4984	62	0.02492	0.02492	0.0516	0.0516	0.0	Promoter	tS(AGA)H_NFR/NDR		
8	133123	4985	62	0.2739	0.2739	-0.0343	-0.0343	0.0	Promoter	tS(AGA)H_NFR/NDR		
8	134839	4986	62	0.9116	0.9116	0.0016	0.0016	0.0	ORF	YHR015W	MIP6	"""Putative RNA-binding protein; interacts with Mex67p ; which is a component of the nuclear pore involved in nuclear mRNA export; MIP6 has a paralog ; PES4 ; that arose from the whole genome duplication"""
