SNP,LD
5796,1
5797,1
5798,1
5799,0
5800,1
5801,0
5802,1
5803,1
5804,1
5805,1
5806,1
5807,1
5808,0
5809,0
5810,1
5811,1
5812,0
5813,1
5814,1
5815,1
5816,1
5817,0
5818,0
5819,0
5820,1
5821,1
5822,1
5823,0
5824,1
5825,0
5826,0
5827,1
5828,1
5829,1
5830,0
5831,0
5832,1
5833,0
5834,0
5835,0
5836,0
5837,1
5838,1
5839,0
5840,0
5841,0
5842,1
5843,0
5844,1
5845,1
5846,1
5847,0
5848,1
5849,1
5850,1
5851,0
5852,1
5853,1
5854,1
5855,1
5856,1
5857,1
5858,1
5859,1
5860,1
5861,1
5862,1
5863,1
5864,0
5865,0
5866,0
5867,1
5868,1
5869,1
5870,1
5871,1
5872,1
5873,0
5874,0
5875,1
5876,0
5877,0
5878,0
5879,1
5880,1
5881,1
5882,1
5883,1
5884,0
5885,1
5886,1
5887,1
5888,0
5889,0
5890,1
5891,0
5892,0
5893,0
5894,0
5895,0
5896,0
5897,1
5898,1
5899,1
5900,1
5901,1
5902,1
5903,1
5904,1
5905,0
5906,0
5907,0
5908,0
5909,1
5910,0
5911,0
5912,0
5913,0
5914,0
5915,0
5916,0
5917,0
5918,0
5919,1
5920,0
5921,0
5922,1
5923,1
5924,0
5925,0
5926,0
5927,1
5928,1
5929,1
5930,1
5931,0
5932,1
5933,0
5934,1
5935,0
5936,1
5937,0
5938,1
5939,1
5940,1
5941,1
5942,0
5943,0
5944,1
5945,1
5946,1
5947,1
5948,1
5949,1
5950,1
5951,1
5952,1
5953,0
5954,1
5955,1
5956,0
5957,0
5958,0
5959,1
5960,1
5961,1
5962,0
5963,1
5964,1
5965,1
5966,1
5967,1
5968,1
5969,1
5970,1
5971,1
5972,1
5973,1
5974,1
5975,1
5976,1
5977,0
5978,1
5979,0
5980,0
5981,0
5982,0
5983,0
5984,1
5985,1
5986,1
5987,0
5988,0
5989,0
5990,1
5991,0
5992,0
5993,0
5994,1
5995,0
5996,1
5997,1
5998,1
5999,1
6000,1
6001,1
6002,1
6003,0
6004,1
6005,0
6006,1
6007,1
6008,1
6009,0
6010,0
6011,0
6012,0
6013,0
6014,0
6015,0
6016,1
6017,1
6018,1
6019,0
6020,0
6021,0
6022,1
6023,0
6024,0
6025,1
6026,1
6027,0
6028,0
6029,0
6030,0
6031,1
6032,1
6033,1
6034,0
6035,0
6036,1
6037,1
6038,1
6039,0
6040,0
6041,0
6042,0
6043,0
6044,0
6045,1
6046,0
6047,0
6048,0
6049,1
6050,1
6051,0
6052,0
6053,0
6054,0
6055,0
6056,1
6057,1
6058,0
6059,1
6060,1
6061,1
6062,1
6063,0
6064,1
6065,0
6066,1
6067,0
6068,0
6069,0
6070,0
6071,1
6072,1
6073,1
6074,1
6075,0
6076,1
6077,1
6078,1
6079,1
6080,1
6081,1
6082,0
6083,0
6084,1
6085,1
6086,1
6087,1
6088,0
6089,0
6090,1
6091,0
6092,1
6093,1
6094,0
6095,0
6096,0
6097,0
6098,0
6099,0
6100,0
6101,0
6102,1
6103,1
6104,1
6105,1
6106,1
6107,1
6108,1
6109,1
6110,1
6111,1
6112,1
6113,0
6114,0
6115,0
6116,0
6117,1
6118,1
6119,1
6120,0
6121,1
6122,0
6123,1
6124,1
6125,0
6126,1
6127,0
6128,1
6129,1
6130,0
6131,1
6132,1
6133,1
6134,1
6135,1
6136,1
6137,1
6138,1
6139,1
6140,1
6141,0
6142,0
6143,1
6144,0
6145,0
6146,0
6147,1
6148,1
6149,1
6150,0
6151,0
6152,0
6153,1
6154,1
6155,1
6156,1
6157,0
6158,0
6159,1
6160,1
6161,1
6162,1
6163,0
6164,0
6165,0
6166,1
6167,1
6168,0
6169,1
6170,0
6171,1
6172,1
6173,0
6174,0
6175,1
6176,0
6177,1
6178,1
6179,1
6180,1
6181,1
6182,0
6183,0
6184,1
6185,0
6186,0
6187,0
6188,0
6189,1
6190,1
6191,1
6192,1
6193,0
6194,0
6195,0
6196,0
6197,1
6198,1
6199,1
6200,0
6201,0
6202,0
6203,0
6204,0
6205,1
6206,0
6207,0
6208,1
6209,1
6210,1
6211,0
6212,0
6213,0
6214,1
6215,1
6216,0
6217,0
6218,1
6219,1
6220,1
6221,0
6222,0
6223,0
6224,0
6225,0
6226,0
6227,1
6228,0
6229,0
6230,0
6231,0
6232,1
6233,1
6234,1
6235,1
6236,1
6237,1
6238,1
6239,1
6240,1
6241,0
6242,0
6243,0
6244,0
6245,1
6246,1
6247,0
6248,1
6249,0
6250,1
6251,1
6252,1
6253,1
6254,1
6255,1
6256,1
6257,1
6258,1
6259,1
6260,1
6261,1
6262,1
6263,1
6264,1
6265,1
6266,1
6267,1
6268,1
6269,0
6270,0
6271,0
6272,1
6273,0
6274,0
6275,0
6276,1
6277,1
6278,1
6279,1
6280,1
6281,0
6282,1
6283,1
6284,1
6285,1
6286,0
6287,0
6288,0
6289,1
6290,0
6291,0
6292,0
6293,0
6294,0
6295,1
6296,1
6297,1
6298,1
6299,0
6300,1
6301,0
6302,0
6303,1
6304,1
6305,1
6306,1
6307,1
6308,1
6309,1
6310,1
6311,1
6312,0
6313,1
6314,1
6315,1
6316,0
6317,1
6318,1
6319,0
6320,0
6321,1
6322,0
6323,0
6324,0
6325,0
6326,1
6327,0
6328,0
6329,0
6330,0
6331,1
6332,1
6333,1
6334,1
6335,1
6336,1
6337,1
6338,1
6339,1
6340,1
6341,1
6342,1
6343,1
6344,0
6345,0
6346,1
6347,0
6348,1
6349,1
6350,1
6351,1
6352,1
6353,0
6354,1
6355,1
6356,0
6357,0
6358,0
6359,0
6360,0
6361,1
6362,0
6363,0
6364,1
6365,1
6366,1
6367,1
6368,1
6369,0
6370,1
6371,1
6372,1
6373,1
6374,1
6375,0
6376,1
6377,1
6378,0
6379,0
6380,0
6381,0
6382,1
6383,0
6384,1
6385,0
6386,0
6387,1
6388,0
6389,0
6390,1
6391,1
6392,1
6393,1
6394,1
6395,1
6396,1
6397,1
6398,1
6399,1
6400,0
6401,0
6402,1
6403,1
6404,1
6405,1
6406,1
6407,0
6408,0
6409,1
6410,0
6411,1
6412,1
6413,1
6414,1
6415,1
6416,1
6417,1
6418,1
6419,1
6420,0
6421,0
6422,1
6423,0
6424,0
6425,0
6426,0
6427,1
6428,1
6429,1
6430,0
6431,0
6432,1
6433,1
6434,1
6435,1
6436,1
6437,0
6438,0
6439,1
6440,1
6441,1
6442,0
6443,0
6444,0
6445,0
6446,1
6447,1
6448,1
6449,0
6450,1
6451,0
6452,0
6453,0
6454,0
6455,0
6456,0
6457,0
6458,1
6459,1
6460,1
6461,1
6462,1
6463,1
6464,1
6465,1
6466,1
6467,0
6468,0
6469,1
6470,1
6471,1
6472,1
6473,1
6474,1
6475,1
6476,1
6477,1
6478,1
6479,1
6480,1
6481,1
6482,1
6483,1
6484,1
6485,0
6486,1
6487,1
6488,1
6489,1
6490,1
6491,1
6492,1
6493,1
6494,1
6495,1
6496,1
6497,1
6498,1
6499,1
6500,0
6501,0
6502,0
6503,0
6504,1
6505,1
6506,1
6507,1
6508,0
6509,0
6510,1
6511,1
6512,1
6513,1
6514,1
6515,1
6516,1
6517,1
6518,1
6519,1
6520,1
6521,1
6522,1
6523,1
6524,1
6525,1
6526,1
6527,1
6528,1
6529,1
6530,1
6531,0
6532,0
6533,1
6534,0
6535,1
6536,1
6537,0
6538,0
6539,1
6540,1
6541,0
6542,1
6543,1
6544,0
6545,1
6546,1
6547,0
6548,0
6549,0
6550,1
6551,1
6552,1
6553,0
6554,0
6555,1
6556,1
6557,1
6558,1
6559,1
6560,1
6561,0
6562,1
6563,1
6564,1
6565,0
6566,1
6567,1
6568,0
6569,1
6570,1
6571,1
6572,1
6573,1
6574,1
6575,1
6576,1
6577,1
6578,1
6579,1
6580,0
6581,1
6582,1
6583,1
6584,1
6585,1
6586,1
6587,1
6588,1
6589,1
6590,1
6591,1
6592,1
6593,1
6594,1
6595,0
6596,1
6597,0
6598,0
6599,1
6600,0
6601,0
6602,0
6603,1
6604,0
6605,0
6606,0
6607,1
6608,0
6609,1
6610,1
6611,0
6612,1
6613,0
6614,1
6615,0
6616,1
6617,1
6618,1
6619,0
6620,1
6621,1
6622,1
6623,1
6624,1
6625,1
6626,1
6627,1
6628,1
6629,1
6630,1
6631,1
6632,1
6633,1
6634,1
6635,1
6636,1
6637,1
6638,1
6639,1
6640,1
6641,0
6642,0
6643,1
6644,0
6645,0
6646,1
6647,0
6648,1
6649,1
6650,1
6651,1
6652,1
6653,1
6654,1
6655,1
6656,1
6657,1
6658,1
6659,1
6660,0
6661,1
6662,1
6663,0
6664,1
6665,1
6666,1
6667,1
6668,1
6669,1
6670,1
6671,1
6672,1
6673,1
6674,1
6675,1
6676,1
6677,1
6678,1
6679,1
6680,1
6681,1
6682,1
6683,1
6684,1
6685,1
6686,1
6687,1
6688,1
6689,1
6690,1
6691,1
6692,1
6693,1
6694,1
6695,1
6696,1
6697,1
6698,1
6699,1
6700,1
6701,1
6702,1
6703,1
6704,1
6705,1
6706,1
6707,1
6708,1
6709,1
6710,1
6711,1
6712,1
6713,1
6714,1
6715,1
6716,1
6717,1
6718,1
6719,1
6720,1
6721,1
6722,1
6723,1
6724,1
6725,1
6726,1
6727,1
6728,1
6729,0
6730,0
6731,1
6732,1
6733,1
6734,1
6735,1
6736,1
6737,1
6738,1
6739,1
6740,1
6741,1
6742,1
6743,1
6744,1
6745,1
6746,0
6747,1
6748,0
6749,0
6750,0
6751,1
6752,1
6753,1
6754,1
6755,1
6756,1
6757,1
6758,0
6759,0
6760,0
6761,1
6762,1
6763,1
6764,1
6765,1
6766,1
6767,1
6768,1
6769,1
6770,1
6771,1
6772,1
6773,1
6774,1
6775,1
6776,1
6777,1
6778,1
6779,1
6780,1
6781,0
6782,0
6783,1
6784,1
6785,1
6786,1
6787,1
6788,1
6789,1
6790,1
6791,1
6792,1
6793,1
6794,1
6795,1
6796,1
6797,0
6798,1
6799,0
6800,0
6801,0
6802,0
6803,0
6804,1
6805,1
6806,1
6807,0
6808,1
6809,0
6810,0
6811,0
6812,1
6813,1
6814,1
6815,1
6816,1
6817,1
6818,1
6819,1
6820,1
6821,1
6822,1
6823,1
6824,1
6825,1
6826,1
6827,1
6828,1
6829,1
6830,1
6831,1
6832,1
6833,1
6834,1
6835,1
6836,1
6837,1
6838,1
6839,0
6840,1
6841,0
6842,0
6843,0
6844,0
6845,1
6846,0
6847,1
6848,0
6849,0
6850,0
6851,0
6852,1
6853,0
6854,0
6855,0
6856,0
6857,1
6858,1
6859,1
6860,1
6861,1
6862,0
6863,0
6864,1
6865,1
6866,0
6867,0
6868,1
6869,1
6870,1
6871,0
6872,0
6873,1
6874,1
6875,1
6876,0
6877,1
6878,1
6879,1
6880,0
6881,0
6882,1
6883,1
6884,1
6885,1
6886,0
6887,0
6888,1
6889,1
6890,1
6891,1
6892,1
6893,1
6894,1
6895,1
6896,1
6897,1
6898,1
6899,1
6900,1
6901,1
6902,1
6903,1
6904,1
6905,1
6906,1
6907,1
6908,1
6909,1
6910,1
6911,1
6912,1
6913,1
6914,1
6915,1
6916,1
6917,1
6918,1
6919,1
6920,1
6921,0
6922,1
6923,1
6924,1
6925,0
6926,1
6927,1
6928,1
6929,1
6930,1
6931,1
6932,1
6933,1
6934,1
6935,1
6936,0
6937,0
6938,1
6939,1
6940,1
6941,1
6942,1
6943,1
6944,1
6945,1
6946,1
6947,1
6948,1
6949,0
6950,0
6951,1
6952,0
6953,1
6954,1
6955,1
6956,0
6957,1
6958,1
6959,1
6960,1
6961,1
6962,1
6963,1
6964,1
6965,1
6966,1
6967,0
6968,1
6969,1
6970,1
6971,1
6972,1
6973,1
6974,1
6975,1
6976,1
6977,1
6978,1
6979,1
6980,1
6981,1
6982,1
6983,0
6984,0
6985,1
6986,0
6987,0
6988,1
6989,1
6990,1
6991,1
6992,1
6993,0
6994,0
6995,1
6996,1
6997,1
6998,1
6999,0
7000,1
7001,1
7002,0
7003,0
7004,0
7005,1
7006,1
7007,1
7008,1
7009,1
7010,0
7011,0
7012,1
7013,1
7014,1
7015,1
7016,1
7017,1
7018,1
7019,1
7020,1
7021,1
7022,1
7023,1
7024,1
7025,1
7026,1
7027,1
7028,1
7029,1
7030,1
7031,0
7032,0
7033,0
7034,0
7035,0
7036,1
7037,1
7038,1
7039,0
7040,0
7041,1
7042,1
7043,1
7044,1
7045,1
7046,0
7047,1
7048,1
7049,0
7050,1
7051,1
7052,1
7053,1
7054,1
7055,0
7056,1
7057,1
7058,1
7059,1
7060,0
7061,0
7062,0
7063,1
7064,1
7065,1
7066,1
7067,1
7068,1
7069,1
7070,0
7071,0
7072,0
7073,0
7074,0
7075,0
7076,1
7077,1
7078,0
7079,0
7080,1
7081,1
7082,0
7083,0
7084,0
7085,0
7086,0
7087,1
7088,1
7089,1
7090,1
7091,1
7092,1
7093,0
7094,0
7095,1
7096,0
7097,0
7098,0
7099,0
7100,0
7101,1
7102,1
7103,1
7104,1
7105,1
7106,1
7107,1
7108,1
7109,1
7110,0
7111,0
7112,1
7113,1
7114,0
7115,1
7116,0
7117,0
7118,1
7119,1
7120,0
7121,1
7122,1
7123,1
7124,1
7125,1
7126,0
7127,0
7128,0
7129,1
7130,1
7131,1
7132,1
7133,1
7134,1
7135,1
7136,0
7137,0
7138,0
7139,1
7140,1
7141,1
7142,0
7143,0
7144,1
7145,1
7146,0
7147,0
7148,1
7149,0
7150,0
7151,1
7152,1
7153,1
7154,0
7155,0
7156,0
7157,0
7158,1
7159,0
7160,0
7161,0
7162,0
7163,1
7164,1
7165,0
7166,0
7167,0
7168,1
7169,1
7170,0
7171,1
7172,0
7173,1
7174,1
7175,1
7176,0
7177,1
7178,1
7179,1
7180,1
7181,1
7182,1
7183,1
7184,1
7185,0
7186,1
7187,1
7188,1
7189,1
7190,1
7191,0
7192,0
7193,0
7194,0
7195,0
7196,1
7197,1
7198,1
7199,0
7200,0
7201,1
7202,1
7203,1
7204,1
7205,1
7206,1
7207,1
7208,1
7209,1
7210,1
7211,1
7212,1
7213,1
7214,1
7215,0
7216,0
7217,1
7218,1
7219,1
7220,0
7221,0
7222,0
7223,0
7224,1
7225,1
7226,1
7227,1
7228,0
7229,0
7230,0
7231,1
7232,1
7233,1
7234,1
7235,1
7236,1
7237,1
7238,1
7239,1
7240,1
7241,1
7242,1
7243,1
7244,1
7245,0
7246,0
7247,1
7248,1
7249,0
7250,1
7251,0
7252,0
7253,1
7254,1
7255,1
7256,1
7257,1
7258,1
7259,1
7260,1
7261,0
7262,1
7263,1
7264,1
7265,1
7266,0
7267,1
7268,0
7269,1
7270,1
7271,1
7272,1
7273,1
7274,0
7275,0
7276,1
7277,1
7278,1
7279,1
7280,0
7281,0
7282,0
7283,1
7284,1
7285,0
7286,1
7287,1
7288,0
7289,0
7290,0
7291,0
7292,0
7293,1
7294,1
7295,1
7296,1
7297,1
7298,1
7299,0
7300,0
7301,1
7302,1
7303,1
7304,0
7305,0
7306,1
7307,1
7308,1
7309,0
7310,1
7311,1
7312,1
7313,1
7314,1
7315,1
7316,1
7317,1
7318,1
7319,1
7320,1
7321,1
7322,1
7323,1
7324,0
7325,1
7326,1
7327,1
7328,1
7329,1
7330,1
7331,0
7332,0
7333,1
7334,0
7335,0
7336,0
7337,0
7338,1
7339,0
7340,0
7341,1
7342,1
7343,0
7344,1
7345,1
7346,1
7347,0
7348,1
7349,1
7350,0
7351,0
7352,0
7353,0
7354,0
7355,0
7356,1
7357,0
7358,0
7359,0
7360,1
7361,1
7362,1
7363,0
7364,1
7365,1
7366,1
7367,1
7368,1
7369,1
7370,1
7371,1
7372,1
7373,1
7374,1
7375,1
7376,1
7377,0
7378,1
7379,1
7380,1
7381,1
7382,1
7383,1
7384,1
7385,1
7386,0
7387,0
7388,0
7389,0
7390,1
7391,1
7392,1
7393,1
7394,1
7395,1
7396,1
7397,1
7398,1
7399,1
7400,1
7401,1
7402,1
7403,0
7404,0
7405,0
7406,1
7407,0
7408,1
7409,1
7410,1
7411,1
7412,1
7413,1
7414,0
7415,0
7416,0
7417,1
7418,1
7419,0
7420,0
7421,0
7422,1
7423,1
7424,0
7425,1
7426,1
7427,0
7428,1
7429,1
7430,0
7431,0
7432,0
7433,0
7434,1
7435,1
7436,0
7437,1
7438,1
7439,1
7440,1
7441,1
7442,1
7443,1
7444,1
7445,1
7446,1
7447,1
7448,1
7449,1
7450,1
7451,1
7452,1
7453,1
7454,1
7455,1
7456,0
7457,0
7458,0
7459,0
7460,0
7461,0
7462,1
7463,0
7464,0
7465,0
7466,1
7467,1
7468,1
7469,1
7470,1
7471,1
7472,1
7473,1
7474,1
7475,1
7476,1
7477,1
7478,0
7479,1
7480,1
7481,0
7482,1
7483,1
7484,0
7485,0
7486,0
7487,1
7488,0
7489,1
7490,1
7491,1
7492,0
7493,0
7494,1
7495,0
7496,0
7497,0
7498,0
7499,0
7500,1
7501,1
7502,1
7503,0
7504,0
7505,0
7506,1
7507,1
7508,0
7509,0
7510,0
7511,1
7512,1
7513,0
7514,0
7515,0
7516,0
7517,0
7518,1
7519,1
7520,1
7521,0
7522,0
7523,0
7524,0
7525,0
7526,1
7527,1
7528,0
7529,1
7530,0
7531,1
7532,0
7533,0
7534,0
7535,1
7536,0
7537,0
7538,0
7539,0
7540,1
7541,1
7542,1
7543,1
7544,0
7545,0
7546,0
7547,0
7548,1
7549,1
7550,1
7551,1
7552,1
7553,1
7554,1
7555,1
7556,1
7557,0
7558,0
7559,0
7560,0
7561,1
7562,1
7563,1
7564,1
7565,1
7566,1
7567,1
7568,1
7569,0
7570,0
7571,1
7572,0
7573,1
7574,0
7575,1
7576,1
7577,0
7578,0
7579,1
7580,1
7581,1
7582,1
7583,1
7584,0
7585,1
7586,1
7587,1
7588,1
7589,1
7590,0
7591,0
7592,1
7593,0
7594,0
7595,0
7596,0
7597,1
7598,1
7599,1
7600,1
7601,1
7602,1
7603,1
7604,0
7605,0
7606,1
7607,0
7608,1
7609,0
7610,0
7611,0
7612,0
7613,0
7614,0
7615,1
7616,1
7617,1
7618,1
7619,1
7620,1
7621,1
7622,1
7623,0
7624,0
7625,0
7626,1
7627,1
7628,1
7629,1
7630,1
7631,1
7632,1
7633,0
7634,0
7635,0
7636,1
7637,1
7638,1
7639,0
7640,1
7641,0
7642,0
7643,1
7644,1
7645,1
7646,1
7647,1
7648,1
7649,1
7650,1
7651,1
7652,1
7653,1
7654,1
7655,1
7656,1
7657,1
7658,0
7659,0
7660,0
7661,0
7662,1
7663,1
7664,1
7665,1
7666,0
7667,1
7668,0
7669,0
7670,1
7671,1
7672,0
7673,0
7674,1
7675,0
7676,0
7677,0
7678,0
7679,1
7680,1
7681,1
7682,1
7683,1
7684,1
7685,0
7686,0
7687,0
7688,0
7689,1
7690,1
7691,0
7692,1
7693,1
7694,1
7695,1
7696,0
7697,0
7698,1
7699,0
7700,0
7701,0
7702,0
7703,1
7704,0
7705,0
7706,0
7707,0
7708,0
7709,1
7710,1
7711,0
7712,1
7713,1
7714,1
7715,1
7716,0
7717,0
7718,1
7719,1
7720,0
7721,0
7722,1
7723,1
7724,1
7725,0
7726,1
7727,1
7728,1
7729,1
7730,1
7731,1
7732,1
7733,0
7734,0
7735,1
7736,1
7737,1
7738,1
7739,0
7740,0
7741,1
7742,1
7743,1
7744,1
7745,0
7746,0
7747,1
7748,1
7749,0
7750,1
7751,1
7752,1
7753,1
7754,1
7755,1
7756,1
7757,0
7758,0
7759,1
7760,1
7761,1
7762,1
7763,1
7764,1
7765,1
7766,1
7767,1
7768,1
7769,0
7770,1
7771,1
7772,1
7773,0
7774,0
7775,0
7776,0
7777,1
7778,1
7779,1
7780,1
7781,1
7782,1
7783,1
7784,1
7785,1
7786,1
7787,1
7788,1
7789,1
7790,1
7791,1
7792,1
7793,1
7794,1
7795,1
7796,1
7797,1
7798,1
7799,1
7800,1
7801,1
7802,1
7803,1
7804,1
7805,1
7806,0
7807,0
7808,0
7809,0
7810,1
7811,1
7812,0
7813,1
7814,0
7815,1
7816,1
7817,1
7818,1
7819,1
7820,1
7821,1
7822,1
7823,1
7824,1
7825,1
7826,1
7827,1
7828,1
7829,1
7830,1
7831,1
7832,1
7833,0
7834,0
7835,0
7836,1
7837,0
7838,0
7839,1
7840,1
7841,1
7842,1
7843,1
7844,1
7845,1
7846,1
7847,1
7848,1
7849,0
7850,0
7851,1
7852,1
7853,1
7854,1
7855,0
7856,0
7857,0
7858,1
7859,1
7860,1
7861,0
7862,0
7863,0
7864,0
7865,0
7866,0
7867,0
7868,0
7869,0
7870,0
7871,0
7872,0
7873,0
7874,0
7875,1
7876,1
7877,1
7878,1
7879,0
7880,1
7881,0
7882,0
7883,0
7884,0
7885,1
7886,1
7887,1
7888,1
7889,1
7890,1
7891,1
7892,1
7893,1
7894,1
7895,1
7896,1
7897,1
7898,1
7899,1
7900,1
7901,1
7902,1
7903,1
7904,0
7905,0
7906,0
7907,0
7908,0
7909,0
7910,1
7911,1
7912,1
7913,0
7914,0
7915,0
7916,0
7917,1
7918,0
7919,0
7920,0
7921,1
7922,1
7923,0
7924,1
7925,1
7926,0
7927,1
7928,1
7929,1
7930,0
7931,0
7932,1
7933,0
7934,0
7935,1
7936,0
7937,0
7938,1
7939,1
7940,1
7941,0
7942,0
7943,0
7944,0
7945,1
7946,1
7947,0
7948,0
7949,0
7950,0
7951,1
7952,1
7953,1
7954,0
7955,0
7956,0
7957,0
7958,1
7959,1
7960,1
7961,1
7962,1
7963,1
7964,0
7965,0
7966,0
7967,0
7968,0
7969,0
7970,1
7971,1
7972,0
7973,0
7974,0
7975,0
7976,0
7977,1
7978,1
7979,1
7980,1
7981,1
7982,1
7983,1
7984,1
7985,0
7986,1
7987,1
7988,1
7989,1
7990,0
7991,1
7992,1
7993,1
7994,1
7995,1
7996,1
7997,1
7998,1
7999,1
8000,1
8001,1
8002,1
8003,0
8004,0
8005,0
8006,1
8007,1
8008,1
8009,0
8010,0
8011,0
8012,0
8013,1
8014,0
8015,1
8016,1
8017,0
8018,0
8019,1
8020,1
8021,1
8022,1
8023,0
8024,0
8025,0
8026,1
8027,1
8028,1
8029,1
8030,1
8031,1
8032,1
8033,0
8034,0
8035,1
8036,1
8037,1
8038,0
8039,0
8040,0
8041,0
8042,0
8043,1
8044,1
8045,1
8046,0
8047,0
8048,1
8049,1
8050,1
8051,1
8052,1
8053,1
8054,1
8055,1
8056,1
8057,1
8058,1
8059,1
8060,1
8061,1
8062,1
8063,0
8064,1
8065,1
8066,1
8067,1
8068,0
8069,1
8070,0
8071,0
8072,0
8073,0
8074,0
8075,0
8076,0
8077,1
8078,1
8079,0
8080,0
8081,0
8082,0
8083,0
8084,1
8085,1
8086,0
8087,0
8088,0
8089,0
8090,0
8091,0
8092,0
8093,1
8094,1
8095,0
8096,0
8097,1
8098,0
8099,1
8100,1
8101,0
8102,1
8103,1
8104,1
8105,1
8106,1
8107,1
8108,1
8109,0
8110,1
8111,1
8112,0
8113,0
8114,1
8115,1
8116,0
8117,1
8118,1
8119,0
8120,1
8121,1
8122,1
8123,0
8124,1
8125,1
8126,0
8127,0
8128,1
8129,1
8130,1
8131,0
8132,0
8133,0
8134,0
8135,0
8136,0
8137,0
8138,0
8139,0
8140,1
8141,1
8142,1
8143,1
8144,0
8145,1
8146,0
8147,1
8148,0
8149,1
8150,1
8151,0
8152,1
8153,1
8154,1
8155,1
8156,1
8157,1
8158,1
8159,1
8160,1
8161,1
8162,1
8163,1
8164,0
8165,1
8166,0
8167,0
8168,0
8169,0
8170,0
8171,0
8172,0
8173,1
8174,0
8175,0
8176,1
8177,0
8178,0
8179,0
8180,0
8181,0
8182,1
8183,1
8184,1
8185,0
8186,1
8187,0
8188,1
8189,0
8190,1
8191,1
8192,1
8193,1
8194,0
8195,0
8196,1
8197,1
8198,1
8199,0
8200,1
8201,1
8202,1
8203,0
8204,1
8205,1
8206,0
8207,1
8208,1
8209,1
8210,0
8211,1
8212,1
8213,1
8214,1
8215,1
8216,1
8217,0
8218,0
8219,0
8220,1
8221,1
8222,0
8223,0
8224,0
8225,1
8226,1
8227,1
8228,0
8229,0
8230,0
8231,0
8232,1
8233,1
8234,1
8235,1
8236,1
8237,1
8238,1
8239,1
8240,1
8241,1
8242,1
8243,1
8244,1
8245,1
8246,1
8247,1
8248,1
8249,1
8250,1
8251,1
8252,1
8253,1
8254,1
8255,1
8256,1
8257,1
8258,1
8259,1
8260,1
8261,1
8262,1
8263,1
8264,1
8265,1
8266,0
8267,0
8268,1
8269,1
8270,1
8271,1
8272,1
8273,1
8274,1
8275,1
8276,1
8277,1
8278,0
8279,0
8280,1
8281,1
8282,1
8283,1
8284,1
8285,1
8286,1
8287,1
8288,0
8289,0
8290,1
8291,1
8292,1
8293,1
8294,1
8295,1
8296,1
8297,1
8298,0
8299,1
8300,1
8301,1
8302,0
8303,1
8304,0
8305,0
8306,1
8307,1
8308,1
8309,0
8310,1
8311,0
8312,1
8313,1
8314,0
8315,0
8316,0
8317,0
8318,0
8319,0
8320,0
8321,1
8322,1
8323,1
8324,1
8325,1
8326,1
8327,1
8328,1
8329,0
8330,0
8331,1
8332,0
8333,0
8334,1
8335,1
8336,1
8337,1
8338,1
8339,1
8340,1
8341,0
8342,0
8343,0
8344,0
8345,0
8346,0
8347,0
8348,0
8349,1
8350,1
8351,1
8352,1
8353,1
8354,1
8355,1
8356,0
8357,0
8358,0
8359,0
8360,0
8361,0
8362,0
8363,0
8364,0
8365,0
8366,0
8367,0
8368,0
8369,0
8370,0
8371,1
8372,0
8373,1
8374,1
8375,1
8376,1
8377,1
8378,0
8379,0
8380,0
8381,0
8382,0
8383,1
8384,1
8385,1
8386,1
8387,1
8388,0
8389,1
8390,1
8391,1
8392,1
8393,1
8394,0
8395,0
8396,0
8397,1
8398,0
8399,1
8400,1
8401,0
8402,1
8403,1
8404,0
8405,0
8406,0
8407,0
8408,1
8409,0
8410,0
8411,0
8412,1
8413,1
8414,1
8415,1
8416,1
8417,0
8418,0
8419,1
8420,1
8421,1
8422,1
8423,0
8424,1
8425,1
8426,0
8427,0
8428,0
8429,0
8430,1
8431,1
8432,0
8433,0
8434,1
8435,0
8436,1
8437,1
8438,0
8439,1
8440,1
8441,1
8442,0
8443,0
8444,0
8445,0
8446,1
8447,1
8448,0
8449,0
8450,1
8451,1
8452,1
8453,1
8454,0
8455,0
8456,0
8457,0
8458,0
8459,0
8460,0
8461,0
8462,0
8463,0
8464,0
8465,0
8466,0
8467,0
8468,0
8469,0
8470,0
8471,0
8472,1
8473,1
8474,1
8475,1
8476,1
8477,0
8478,1
8479,1
8480,1
8481,1
8482,1
8483,1
8484,1
8485,1
8486,1
8487,1
8488,1
8489,0
8490,1
8491,1
8492,1
8493,1
8494,1
8495,1
8496,1
8497,1
8498,1
8499,1
8500,1
8501,1
8502,1
8503,0
8504,1
8505,0
8506,0
8507,1
8508,0
8509,1
8510,0
8511,0
8512,1
8513,0
8514,1
8515,1
8516,0
8517,0
8518,1
8519,0
8520,0
8521,0
8522,0
8523,0
8524,0
8525,0
8526,0
8527,0
8528,0
8529,0
8530,0
8531,1
8532,1
8533,1
8534,1
8535,0
8536,0
8537,0
8538,0
8539,0
8540,1
8541,1
8542,1
8543,1
8544,1
8545,1
8546,1
8547,1
8548,1
8549,0
8550,0
8551,1
8552,1
8553,1
8554,1
8555,1
8556,0
8557,1
8558,1
8559,0
8560,0
8561,1
8562,0
8563,0
8564,1
8565,1
8566,0
8567,1
8568,1
8569,1
8570,1
8571,1
8572,0
8573,0
8574,1
8575,1
8576,1
8577,0
8578,0
8579,0
8580,1
8581,0
8582,0
8583,0
8584,0
8585,1
8586,0
8587,0
8588,0
8589,1
8590,0
8591,0
8592,0
8593,1
